"","state","year","urate","children","nonwhite","finc","earn","age","ed","work","unearn","post93","anykids","p93kids.interaction"
"5241",94,1992,9.19999980926514,2,1,73449.055595,67563.292944,21,11,1,5.8857626515,0,1,0
"5242",94,1992,9.19999980926514,4,1,12651.243763,0,33,3,0,12.651243763,0,1,0
"5243",94,1992,9.19999980926514,2,0,31380.438346,30315.395581,43,9,1,1.0650427655,0,1,0
"5244",94,1992,9.19999980926514,1,0,12028.920171,0,26,7,0,12.028920171,0,1,0
"5245",94,1992,9.19999980926514,0,0,45927.252316,40701.564505,53,10,1,5.2256878118,0,0,0
"5246",94,1992,9.19999980926514,2,0,83298.699216,64909.265859,22,7,1,18.389433357,0,1,0
"5247",94,1992,9.19999980926514,4,0,10250.035638,0,32,11,0,10.250035638,0,1,0
"5248",94,1992,9.19999980926514,1,0,1047.8831076,0,28,11,0,1.0478831076,0,1,0
"5249",94,1992,9.19999980926514,2,0,14432.416251,13384.533143,27,11,1,1.0478831076,0,1,0
"5250",94,1992,9.19999980926514,0,0,3546.3292944,2294.8182466,32,10,1,1.2515110478,0,0,0
"5251",94,1992,9.19999980926514,0,0,33184.490378,1201.1760513,46,7,1,31.983314326,0,0,0
"5252",94,1992,9.19999980926514,0,0,1047.8831076,0,31,9,0,1.0478831076,0,0,0
"5253",95,1992,4.59999990463257,0,0,20772.337847,16015.680684,21,10,1,4.7566571632,0,0,0
"5254",95,1992,4.59999990463257,0,0,138375.48111,126295.08197,25,10,1,12.080399145,0,0,0
"5255",95,1992,4.59999990463257,2,0,17765.965788,3351.8531718,45,11,1,14.414112616,0,1,0
"5256",95,1992,4.59999990463257,1,0,7550.2494654,0,33,7,0,7.5502494654,0,1,0
"5257",95,1992,4.59999990463257,2,0,40208.510335,39352.815396,43,7,1,0.85569493942,0,1,0
"5258",95,1992,4.59999990463257,0,0,27788.349964,10753.385602,53,7,0,17.034964362,0,0,0
"5259",95,1992,4.59999990463257,1,0,7264.2551675,0,23,11,0,7.2642551675,0,1,0
"5260",95,1992,4.59999990463257,0,0,17159.657876,17159.657876,47,11,1,0,0,0,0
"5261",95,1992,4.59999990463257,1,0,823.66357805,0,38,7,0,0.82366357805,0,1,0
"5262",95,1992,4.59999990463257,0,0,35577.690663,34319.315752,46,11,1,1.2583749109,0,0,0
"5263",95,1992,4.59999990463257,1,0,2059.1589451,0,37,3,0,2.0591589451,0,1,0
"5264",11,1993,7.90000009536743,0,0,5553.633218,0,50,11,0,5.553633218,0,0,0
"5265",11,1993,7.90000009536743,0,0,12196.889273,12196.889273,45,10,1,0,0,0,0
"5266",11,1993,7.90000009536743,0,0,14945.937716,3887.5432526,47,3,1,11.058394464,0,0,0
"5267",11,1993,7.90000009536743,0,0,18907.899654,18882.352941,33,10,1,0.025546712803,0,0,0
"5268",11,1993,7.90000009536743,3,0,8010.5605536,0,23,9,0,8.0105605536,0,1,0
"5269",11,1993,7.90000009536743,0,0,8885.8131488,8885.8131488,38,7,1,0,0,0,0
"5270",11,1993,7.90000009536743,1,0,5214.8615917,0,37,9,0,5.2148615917,0,1,0
"5271",11,1993,7.90000009536743,0,0,8432.6366782,0,53,0,0,8.4326366782,0,0,0
"5272",11,1993,7.90000009536743,1,0,6184.5259516,0,45,9,0,6.1845259516,0,1,0
"5273",11,1993,7.90000009536743,2,0,8377.100346,5723.5743945,37,9,1,2.6535259516,0,1,0
"5274",11,1993,7.90000009536743,0,0,596.46020761,0,20,10,0,0.59646020761,0,0,0
"5275",11,1993,7.90000009536743,0,0,27310.546713,19937.543253,32,0,0,7.3730034602,0,0,0
"5276",11,1993,7.90000009536743,0,0,12196.889273,12196.889273,25,11,1,0,0,0,0
"5277",12,1993,6.59999990463257,4,0,7941.6955017,0,29,11,0,7.9416955017,0,1,0
"5278",12,1993,6.59999990463257,2,0,7330.7958478,0,22,11,0,7.3307958478,0,1,0
"5279",12,1993,6.59999990463257,4,0,8157.1764706,0,36,10,0,8.1571764706,0,1,0
"5280",12,1993,6.59999990463257,0,0,30544.982699,30544.982699,44,9,1,0,0,0,0
"5281",12,1993,6.59999990463257,2,0,15785.647059,15772.318339,31,10,1,0.013328719723,0,1,0
"5282",12,1993,6.59999990463257,0,0,18425.844291,18326.989619,23,10,1,0.09885467128,0,0,0
"5283",12,1993,6.59999990463257,3,0,16660.899654,16660.899654,34,9,1,0,0,1,0
"5284",12,1993,6.59999990463257,2,0,16660.899654,16660.899654,37,11,1,0,0,1,0
"5285",12,1993,6.59999990463257,0,0,19993.079585,19993.079585,31,11,1,0,0,0,0
"5286",13,1993,5.5,0,0,9441.1764706,9441.1764706,26,10,1,0,0,0,0
"5287",13,1993,5.5,0,0,17737.193772,11607.093426,44,3,0,6.130100346,0,0,0
"5288",13,1993,5.5,2,0,11995.847751,8885.8131488,28,10,1,3.1100346021,0,1,0
"5289",13,1993,5.5,1,0,7284.1453287,4553.9792388,38,11,1,2.73016609,0,1,0
"5290",13,1993,5.5,0,0,12744.477509,0,21,10,0,12.744477509,0,0,0
"5291",14,1993,6.90000009536743,4,1,13328.719723,13328.719723,34,10,1,0,0,1,0
"5292",14,1993,6.90000009536743,3,1,15998.906574,14883.737024,28,7,1,1.1151695502,0,1,0
"5293",14,1993,6.90000009536743,2,0,9698.8650519,3812.0138408,30,11,1,5.8868512111,0,1,0
"5294",14,1993,6.90000009536743,3,1,8370.4359862,0,22,10,0,8.3704359862,0,1,0
"5295",14,1993,6.90000009536743,2,0,6902.0553633,0,23,7,0,6.9020553633,0,1,0
"5296",14,1993,6.90000009536743,0,0,14658.259516,14439.446367,53,9,1,0.21881314879,0,0,0
"5297",14,1993,6.90000009536743,4,1,1555.017301,888.58131488,30,9,1,0.66643598616,0,1,0
"5298",14,1993,6.90000009536743,1,1,5944.6089965,0,45,11,0,5.9446089965,0,1,0
"5299",14,1993,6.90000009536743,3,0,0,0,35,7,0,0,0,1,0
"5300",14,1993,6.90000009536743,2,1,2665.7439446,0,28,7,0,2.6657439446,0,1,0
"5301",14,1993,6.90000009536743,1,1,10787.377163,66.643598616,48,10,0,10.720733564,0,1,0
"5302",14,1993,6.90000009536743,0,0,15567.944637,15550.17301,48,9,1,0.017771626298,0,0,0
"5303",14,1993,6.90000009536743,3,0,4442.9065744,4442.9065744,26,11,1,0,0,1,0
"5304",14,1993,6.90000009536743,1,0,6997.5778547,666.43598616,47,7,0,6.3311418685,0,1,0
"5305",14,1993,6.90000009536743,0,0,26102.076125,26102.076125,39,11,1,0,0,0,0
"5306",14,1993,6.90000009536743,3,0,8303.7923875,0,29,10,0,8.3037923875,0,1,0
"5307",14,1993,6.90000009536743,1,1,7017.5709343,0,22,11,0,7.0175709343,0,1,0
"5308",14,1993,6.90000009536743,4,1,9441.1764706,0,25,11,0,9.4411764706,0,1,0
"5309",14,1993,6.90000009536743,1,1,0,0,38,7,0,0,0,1,0
"5310",14,1993,6.90000009536743,1,0,3401.0449827,0,35,11,0,3.4010449827,0,1,0
"5311",14,1993,6.90000009536743,1,1,7197.5086505,0,37,9,0,7.1975086505,0,1,0
"5312",14,1993,6.90000009536743,1,1,5977.9307958,0,27,11,0,5.9779307958,0,1,0
"5313",14,1993,6.90000009536743,1,1,16283.252595,8672.5536332,35,10,0,7.6106989619,0,1,0
"5314",14,1993,6.90000009536743,2,1,3332.1799308,0,21,7,0,3.3321799308,0,1,0
"5315",14,1993,6.90000009536743,3,1,6664.3598616,0,30,9,0,6.6643598616,0,1,0
"5316",14,1993,6.90000009536743,0,0,45095.50173,38875.432526,54,11,0,6.2200692042,0,0,0
"5317",14,1993,6.90000009536743,2,1,7317.467128,0,24,9,0,7.317467128,0,1,0
"5318",14,1993,6.90000009536743,0,1,7147.5259516,0,49,11,0,7.1475259516,0,0,0
"5319",14,1993,6.90000009536743,0,1,42207.612457,36653.979239,36,0,0,5.553633218,0,0,0
"5320",14,1993,6.90000009536743,1,1,5331.4878893,0,30,11,0,5.3314878893,0,1,0
"5321",14,1993,6.90000009536743,1,1,38161.235294,37543.67128,54,11,1,0.61756401384,0,1,0
"5322",14,1993,6.90000009536743,0,1,12773.356401,10107.612457,51,7,1,2.6657439446,0,0,0
"5323",14,1993,6.90000009536743,2,1,5553.633218,0,28,10,0,5.553633218,0,1,0
"5324",14,1993,6.90000009536743,2,1,6291.1557093,0,29,10,0,6.2911557093,0,1,0
"5325",14,1993,6.90000009536743,0,0,5664.7058824,0,52,7,0,5.6647058824,0,0,0
"5326",14,1993,6.90000009536743,0,1,0,0,31,11,0,0,0,0,0
"5327",14,1993,6.90000009536743,4,0,15022.577855,0,33,7,0,15.022577855,0,1,0
"5328",14,1993,6.90000009536743,2,1,19437.716263,19437.716263,28,7,1,0,0,1,0
"5329",14,1993,6.90000009536743,1,0,28414.608997,8885.8131488,40,10,0,19.528795848,0,1,0
"5330",14,1993,6.90000009536743,4,1,8441.5224913,0,21,7,0,8.4415224913,0,1,0
"5331",14,1993,6.90000009536743,0,1,9996.5397924,9996.5397924,26,11,1,0,0,0,0
"5332",14,1993,6.90000009536743,2,0,29678.615917,2021.5224913,45,11,1,27.657093426,0,1,0
"5333",14,1993,6.90000009536743,0,1,4291.8477509,0,24,9,0,4.2918477509,0,0,0
"5334",14,1993,6.90000009536743,0,1,7219.7231834,0,28,9,0,7.2197231834,0,0,0
"5335",14,1993,6.90000009536743,1,0,5944.6089965,0,23,7,0,5.9446089965,0,1,0
"5336",14,1993,6.90000009536743,0,0,23325.259516,23325.259516,49,11,1,0,0,0,0
"5337",14,1993,6.90000009536743,3,1,7997.2318339,0,42,7,0,7.9972318339,0,1,0
"5338",14,1993,6.90000009536743,3,0,7717.3287197,0,26,10,0,7.7173287197,0,1,0
"5339",14,1993,6.90000009536743,2,0,7650.6851211,0,21,10,0,7.6506851211,0,1,0
"5340",14,1993,6.90000009536743,0,1,4051.9307958,0,33,3,0,4.0519307958,0,0,0
"5341",14,1993,6.90000009536743,4,1,8423.7508651,0,26,10,0,8.4237508651,0,1,0
"5342",14,1993,6.90000009536743,1,0,1995.9757785,0,38,10,0,1.9959757785,0,1,0
"5343",14,1993,6.90000009536743,2,0,8368.2145329,0,36,11,0,8.3682145329,0,1,0
"5344",14,1993,6.90000009536743,1,0,1999.3079585,0,39,9,0,1.9993079585,0,1,0
"5345",14,1993,6.90000009536743,0,0,7886.1591696,4998.2698962,45,11,1,2.8878892734,0,0,0
"5346",14,1993,6.90000009536743,0,0,72674.844291,39675.155709,25,3,1,32.999688581,0,0,0
"5347",14,1993,6.90000009536743,0,0,6107.8858131,0,38,0,0,6.1078858131,0,0,0
"5348",14,1993,6.90000009536743,0,0,11695.951557,0,34,11,0,11.695951557,0,0,0
"5349",14,1993,6.90000009536743,0,0,92856.747405,81527.33564,35,7,1,11.329411765,0,0,0
"5350",14,1993,6.90000009536743,2,0,7384.1107266,0,23,10,0,7.3841107266,0,1,0
"5351",14,1993,6.90000009536743,0,0,49271.83391,39186.435986,28,11,1,10.085397924,0,0,0
"5352",14,1993,6.90000009536743,2,0,10996.193772,6108.9965398,25,11,1,4.8871972318,0,1,0
"5353",14,1993,6.90000009536743,0,0,0,0,23,11,0,0,0,0,0
"5354",14,1993,6.90000009536743,0,0,24158.304498,24158.304498,42,7,1,0,0,0,0
"5355",14,1993,6.90000009536743,3,1,15550.17301,0,39,11,0,15.55017301,0,1,0
"5356",14,1993,6.90000009536743,2,1,7117.5363322,0,32,11,0,7.1175363322,0,1,0
"5357",14,1993,6.90000009536743,3,0,15492.415225,0,29,7,0,15.492415225,0,1,0
"5358",14,1993,6.90000009536743,2,0,3865.3287197,0,28,11,0,3.8653287197,0,1,0
"5359",14,1993,6.90000009536743,4,1,7161.9653979,0,28,10,0,7.1619653979,0,1,0
"5360",14,1993,6.90000009536743,2,0,7717.3287197,0,22,11,0,7.7173287197,0,1,0
"5361",14,1993,6.90000009536743,0,1,50331.467128,32211.072664,44,10,1,18.120394464,0,0,0
"5362",14,1993,6.90000009536743,0,1,3732.0415225,0,52,9,0,3.7320415225,0,0,0
"5363",14,1993,6.90000009536743,0,0,6699.9031142,1146.2698962,54,9,1,5.553633218,0,0,0
"5364",14,1993,6.90000009536743,0,0,5722.4636678,0,51,7,0,5.7224636678,0,0,0
"5365",14,1993,6.90000009536743,0,1,4118.5743945,0,49,11,0,4.1185743945,0,0,0
"5366",14,1993,6.90000009536743,1,0,63344.740484,56647.058824,45,3,1,6.6976816609,0,1,0
"5367",14,1993,6.90000009536743,0,1,19104.49827,19104.49827,45,11,1,0,0,0,0
"5368",14,1993,6.90000009536743,0,0,17660.553633,17438.408304,53,7,1,0.22214532872,0,0,0
"5369",15,1993,7.80000019073486,1,1,7887.2698962,0,39,11,0,7.8872698962,0,1,0
"5370",15,1993,7.80000019073486,1,0,61653.103806,54350.076125,20,9,1,7.3030276817,0,1,0
"5371",15,1993,7.80000019073486,9,1,13888.525952,0,36,11,0,13.888525952,0,1,0
"5372",15,1993,7.80000019073486,2,1,7461.8615917,77.750865052,29,7,1,7.3841107266,0,1,0
"5373",15,1993,7.80000019073486,3,1,8910.2491349,444.29065744,27,9,1,8.4659584775,0,1,0
"5374",15,1993,7.80000019073486,3,1,7606.2560554,0,31,7,0,7.6062560554,0,1,0
"5375",15,1993,7.80000019073486,3,0,7998.3425606,0,24,9,0,7.9983425606,0,1,0
"5376",15,1993,7.80000019073486,0,0,13796.33564,5799.1038062,40,0,1,7.9972318339,0,0,0
"5377",15,1993,7.80000019073486,4,1,7344.1245675,0,37,3,0,7.3441245675,0,1,0
"5378",15,1993,7.80000019073486,3,1,9996.5397924,9996.5397924,32,9,1,0,0,1,0
"5379",15,1993,7.80000019073486,0,0,29302.079585,21659.16955,43,9,1,7.6429100346,0,0,0
"5380",15,1993,7.80000019073486,0,1,5971.266436,0,33,7,0,5.971266436,0,0,0
"5381",15,1993,7.80000019073486,2,0,5000.4913495,0,25,10,0,5.0004913495,0,1,0
"5382",15,1993,7.80000019073486,0,1,14572.733564,8796.9550173,49,7,1,5.7757785467,0,0,0
"5383",15,1993,7.80000019073486,0,0,7219.7231834,0,25,9,0,7.2197231834,0,0,0
"5384",15,1993,7.80000019073486,2,0,8943.5709343,1559.4602076,29,10,1,7.3841107266,0,1,0
"5385",15,1993,7.80000019073486,2,1,5331.4878893,0,45,7,0,5.3314878893,0,1,0
"5386",15,1993,7.80000019073486,0,0,14405.013841,6997.5778547,31,10,0,7.4074359862,0,0,0
"5387",15,1993,7.80000019073486,2,1,13043.262976,0,34,7,0,13.043262976,0,1,0
"5388",15,1993,7.80000019073486,0,0,17591.688581,16660.899654,49,9,1,0.93078892734,0,0,0
"5389",15,1993,7.80000019073486,1,0,28212.456747,17771.626298,36,10,1,10.44083045,0,1,0
"5390",15,1993,7.80000019073486,2,0,13773.010381,7775.0865052,26,11,1,5.9979238754,0,1,0
"5391",15,1993,7.80000019073486,0,1,44429.065744,44429.065744,28,10,0,0,0,0,0
"5392",15,1993,7.80000019073486,1,0,31977.820069,14883.737024,28,10,1,17.094083045,0,1,0
"5393",15,1993,7.80000019073486,1,0,61653.103806,54350.076125,51,3,1,7.3030276817,0,1,0
"5394",15,1993,7.80000019073486,1,1,15838.961938,14439.446367,44,3,1,1.3995155709,0,1,0
"5395",15,1993,7.80000019073486,4,0,12512.33564,3048.9446367,34,11,0,9.4633910035,0,1,0
"5396",16,1993,6.30000019073486,0,0,17228.480969,16660.899654,50,11,1,0.56758131488,0,0,0
"5397",16,1993,6.30000019073486,0,0,11107.266436,0,53,10,0,11.107266436,0,0,0
"5398",16,1993,6.30000019073486,4,1,2735.7197232,0,39,7,0,2.7357197232,0,1,0
"5399",16,1993,6.30000019073486,0,1,16883.044983,16883.044983,21,11,1,0,0,0,0
"5400",16,1993,6.30000019073486,3,1,9769.9515571,0,28,9,0,9.7699515571,0,1,0
"5401",16,1993,6.30000019073486,3,1,12662.283737,11107.266436,32,11,1,1.555017301,0,1,0
"5402",16,1993,6.30000019073486,0,0,15550.17301,15550.17301,53,11,1,0,0,0,0
"5403",16,1993,6.30000019073486,1,1,23103.114187,23103.114187,36,7,1,0,0,1,0
"5404",16,1993,6.30000019073486,0,1,8785.8477509,4787.2318339,51,3,1,3.998615917,0,0,0
"5405",16,1993,6.30000019073486,4,1,570.91349481,570.91349481,26,11,1,0,0,1,0
"5406",16,1993,6.30000019073486,3,1,9892.1314879,0,23,7,0,9.8921314879,0,1,0
"5407",16,1993,6.30000019073486,0,0,8760.3010381,7997.2318339,31,7,1,0.76306920415,0,0,0
"5408",16,1993,6.30000019073486,0,0,16988.564014,16660.899654,33,11,1,0.32766435986,0,0,0
"5409",16,1993,6.30000019073486,0,0,33321.799308,31100.346021,44,11,1,2.2214532872,0,0,0
"5410",21,1993,7.80000019073486,3,1,9716.6366782,0,38,11,0,9.7166366782,0,1,0
"5411",21,1993,7.80000019073486,1,1,2865.6747405,0,26,10,0,2.8656747405,0,1,0
"5412",21,1993,7.80000019073486,2,1,1599.4463668,0,42,11,0,1.5994463668,0,1,0
"5413",21,1993,7.80000019073486,2,1,6664.3598616,0,25,7,0,6.6643598616,0,1,0
"5414",21,1993,7.80000019073486,3,1,11102.823529,0,26,11,0,11.102823529,0,1,0
"5415",21,1993,7.80000019073486,2,1,12662.283737,11551.557093,45,9,1,1.1107266436,0,1,0
"5416",21,1993,7.80000019073486,3,1,4478.449827,0,27,7,0,4.478449827,0,1,0
"5417",21,1993,7.80000019073486,2,1,5664.7058824,0,34,10,0,5.6647058824,0,1,0
"5418",21,1993,7.80000019073486,0,0,1332.8719723,1110.7266436,42,7,1,0.22214532872,0,0,0
"5419",21,1993,7.80000019073486,1,1,20477.356401,13519.764706,46,3,1,6.9575916955,0,1,0
"5420",21,1993,7.80000019073486,3,1,6331.1418685,0,22,11,0,6.3311418685,0,1,0
"5421",21,1993,7.80000019073486,0,1,32388.788927,24435.986159,30,11,1,7.9528027682,0,0,0
"5422",21,1993,7.80000019073486,1,1,6293.3771626,0,29,7,0,6.2933771626,0,1,0
"5423",21,1993,7.80000019073486,0,0,666.43598616,555.3633218,52,11,1,0.11107266436,0,0,0
"5424",21,1993,7.80000019073486,1,1,6237.8408304,0,29,9,0,6.2378408304,0,1,0
"5425",21,1993,7.80000019073486,0,0,29828.564014,0,29,11,0,29.828564014,0,0,0
"5426",21,1993,7.80000019073486,2,1,7640.6885813,0,51,11,0,7.6406885813,0,1,0
"5427",21,1993,7.80000019073486,1,1,30677.15917,16660.899654,49,9,0,14.016259516,0,1,0
"5428",21,1993,7.80000019073486,0,0,33446.200692,31100.346021,20,11,1,2.3458546713,0,0,0
"5429",21,1993,7.80000019073486,0,1,47028.16609,41234.615917,24,9,1,5.793550173,0,0,0
"5430",21,1993,7.80000019073486,3,1,9256.7958478,0,35,7,0,9.2567958478,0,1,0
"5431",21,1993,7.80000019073486,1,1,1332.8719723,0,49,9,0,1.3328719723,0,1,0
"5432",21,1993,7.80000019073486,0,1,13258.743945,4598.4083045,20,11,1,8.6603356401,0,0,0
"5433",21,1993,7.80000019073486,6,1,666.43598616,0,28,9,0,0.66643598616,0,1,0
"5434",21,1993,7.80000019073486,2,1,6664.3598616,0,23,9,0,6.6643598616,0,1,0
"5435",21,1993,7.80000019073486,0,0,15516.851211,14683.806228,46,10,1,0.8330449827,0,0,0
"5436",21,1993,7.80000019073486,1,1,3998.615917,0,34,7,0,3.998615917,0,1,0
"5437",21,1993,7.80000019073486,3,1,3598.7543253,0,21,11,0,3.5987543253,0,1,0
"5438",21,1993,7.80000019073486,5,1,17638.3391,11107.266436,27,7,0,6.5310726644,0,1,0
"5439",21,1993,7.80000019073486,0,1,1945.9930796,0,51,9,0,1.9459930796,0,0,0
"5440",21,1993,7.80000019073486,2,1,37986.851211,37764.705882,25,11,1,0.22214532872,0,1,0
"5441",21,1993,7.80000019073486,0,1,3332.1799308,0,22,9,0,3.3321799308,0,0,0
"5442",21,1993,7.80000019073486,1,0,1777.1626298,0,20,10,0,1.7771626298,0,1,0
"5443",21,1993,7.80000019073486,0,1,8359.3287197,0,26,11,0,8.3593287197,0,0,0
"5444",21,1993,7.80000019073486,0,1,22225.640138,22214.532872,54,11,1,0.011107266436,0,0,0
"5445",21,1993,7.80000019073486,2,1,11849.231834,0,39,7,0,11.849231834,0,1,0
"5446",21,1993,7.80000019073486,0,0,14945.937716,3887.5432526,45,9,1,11.058394464,0,0,0
"5447",21,1993,7.80000019073486,1,1,6220.0692042,6220.0692042,44,7,1,0,0,1,0
"5448",21,1993,7.80000019073486,0,1,12449.024221,0,34,11,0,12.449024221,0,0,0
"5449",21,1993,7.80000019073486,0,1,16438.754325,11960.304498,47,7,0,4.478449827,0,0,0
"5450",21,1993,7.80000019073486,6,1,7191.9550173,527.59515571,30,11,1,6.6643598616,0,1,0
"5451",21,1993,7.80000019073486,1,1,12766.692042,10574.117647,44,7,1,2.1925743945,0,1,0
"5452",21,1993,7.80000019073486,1,0,19995.301038,19993.079585,28,10,1,0.0022214532872,0,1,0
"5453",21,1993,7.80000019073486,1,0,15191.408304,1982.6470588,35,10,0,13.208761246,0,1,0
"5454",21,1993,7.80000019073486,0,1,7775.0865052,7775.0865052,49,9,1,0,0,0,0
"5455",21,1993,7.80000019073486,1,1,17529.487889,17529.487889,35,11,1,0,0,1,0
"5456",21,1993,7.80000019073486,1,1,11578.214533,0,52,7,0,11.578214533,0,1,0
"5457",21,1993,7.80000019073486,0,0,29586.425606,8935.7958478,45,7,1,20.650629758,0,0,0
"5458",21,1993,7.80000019073486,1,1,4058.5951557,1555.017301,26,11,1,2.5035778547,0,1,0
"5459",21,1993,7.80000019073486,3,1,1099.6193772,0,30,11,0,1.0996193772,0,1,0
"5460",21,1993,7.80000019073486,3,1,9612.2283737,0,34,7,0,9.6122283737,0,1,0
"5461",21,1993,7.80000019073486,1,1,5038.2560554,0,41,9,0,5.0382560554,0,1,0
"5462",21,1993,7.80000019073486,2,1,3865.3287197,0,24,10,0,3.8653287197,0,1,0
"5463",21,1993,7.80000019073486,2,1,4051.9307958,0,30,9,0,4.0519307958,0,1,0
"5464",21,1993,7.80000019073486,0,1,7330.7958478,0,43,11,0,7.3307958478,0,0,0
"5465",21,1993,7.80000019073486,0,1,30039.602076,15955.588235,44,10,1,14.084013841,0,0,0
"5466",21,1993,7.80000019073486,0,1,11516.013841,0,39,0,0,11.516013841,0,0,0
"5467",21,1993,7.80000019073486,3,1,5331.4878893,0,38,7,0,5.3314878893,0,1,0
"5468",21,1993,7.80000019073486,2,1,14466.103806,0,31,10,0,14.466103806,0,1,0
"5469",21,1993,7.80000019073486,4,1,21103.806228,21103.806228,33,11,1,0,0,1,0
"5470",21,1993,7.80000019073486,0,0,27990.311419,26657.439446,26,10,0,1.3328719723,0,0,0
"5471",21,1993,7.80000019073486,1,1,2865.6747405,0,33,7,0,2.8656747405,0,1,0
"5472",21,1993,7.80000019073486,3,1,2265.8823529,0,22,9,0,2.2658823529,0,1,0
"5473",21,1993,7.80000019073486,2,1,23769.550173,22214.532872,37,11,1,1.555017301,0,1,0
"5474",21,1993,7.80000019073486,0,1,33321.799308,33321.799308,50,11,1,0,0,0,0
"5475",21,1993,7.80000019073486,0,0,9330.1038062,0,44,7,0,9.3301038062,0,0,0
"5476",21,1993,7.80000019073486,3,1,13934.065744,0,27,11,0,13.934065744,0,1,0
"5477",21,1993,7.80000019073486,2,1,3998.615917,0,43,3,0,3.998615917,0,1,0
"5478",21,1993,7.80000019073486,1,1,5331.4878893,0,33,7,0,5.3314878893,0,1,0
"5479",21,1993,7.80000019073486,0,1,1684.9723183,0,49,11,0,1.6849723183,0,0,0
"5480",21,1993,7.80000019073486,0,1,6297.8200692,0,49,7,0,6.2978200692,0,0,0
"5481",21,1993,7.80000019073486,4,1,7886.1591696,0,34,3,0,7.8861591696,0,1,0
"5482",21,1993,7.80000019073486,0,1,13328.719723,13328.719723,51,11,1,0,0,0,0
"5483",21,1993,7.80000019073486,0,1,52253.024221,52204.152249,29,11,1,0.048871972318,0,0,0
"5484",21,1993,7.80000019073486,1,0,4998.2698962,0,39,10,0,4.9982698962,0,1,0
"5485",21,1993,7.80000019073486,2,1,6664.3598616,0,22,10,0,6.6643598616,0,1,0
"5486",21,1993,7.80000019073486,1,0,4398.4775087,4398.4775087,20,11,1,0,0,1,0
"5487",21,1993,7.80000019073486,0,1,25668.892734,25546.712803,50,10,1,0.1221799308,0,0,0
"5488",21,1993,7.80000019073486,3,1,5011.5986159,0,31,10,0,5.0115986159,0,1,0
"5489",21,1993,7.80000019073486,1,1,6237.8408304,0,44,9,0,6.2378408304,0,1,0
"5490",21,1993,7.80000019073486,2,1,12251.314879,10918.442907,40,9,1,1.3328719723,0,1,0
"5491",21,1993,7.80000019073486,1,1,5053.8062284,1721.6262976,39,11,1,3.3321799308,0,1,0
"5492",21,1993,7.80000019073486,0,1,35857.588235,35813.15917,42,7,1,0.044429065744,0,0,0
"5493",21,1993,7.80000019073486,0,1,47028.16609,41234.615917,26,7,1,5.793550173,0,0,0
"5494",21,1993,7.80000019073486,0,1,47028.16609,41234.615917,23,7,1,5.793550173,0,0,0
"5495",21,1993,7.80000019073486,1,1,25199.055363,18899.013841,53,10,1,6.3000415225,0,1,0
"5496",21,1993,7.80000019073486,2,1,7677.3425606,0,35,7,0,7.6773425606,0,1,0
"5497",21,1993,7.80000019073486,0,0,41356.795848,17884.920415,24,11,1,23.471875433,0,0,0
"5498",21,1993,7.80000019073486,3,1,7775.0865052,0,47,7,0,7.7750865052,0,1,0
"5499",21,1993,7.80000019073486,2,1,7219.7231834,0,37,11,0,7.2197231834,0,1,0
"5500",21,1993,7.80000019073486,0,1,6913.1626298,0,52,9,0,6.9131626298,0,0,0
"5501",21,1993,7.80000019073486,0,0,35765.397924,34654.67128,44,11,1,1.1107266436,0,0,0
"5502",21,1993,7.80000019073486,0,1,6930.9342561,0,46,9,0,6.9309342561,0,0,0
"5503",21,1993,7.80000019073486,1,1,6131.2110727,0,22,11,0,6.1312110727,0,1,0
"5504",21,1993,7.80000019073486,1,1,22258.961938,15594.602076,39,11,1,6.6643598616,0,1,0
"5505",21,1993,7.80000019073486,0,1,54425.605536,54425.605536,51,11,1,0,0,0,0
"5506",21,1993,7.80000019073486,9,1,666.43598616,0,33,10,0,0.66643598616,0,1,0
"5507",21,1993,7.80000019073486,3,1,7438.5363322,0,37,0,0,7.4385363322,0,1,0
"5508",21,1993,7.80000019073486,0,1,5553.633218,0,53,7,0,5.553633218,0,0,0
"5509",21,1993,7.80000019073486,0,1,10609.6609,799.72318339,49,11,0,9.8099377163,0,0,0
"5510",21,1993,7.80000019073486,3,1,757.51557093,0,38,3,0,0.75751557093,0,1,0
"5511",21,1993,7.80000019073486,1,1,5651.3771626,0,25,10,0,5.6513771626,0,1,0
"5512",21,1993,7.80000019073486,0,0,18924.560554,0,42,9,0,18.924560554,0,0,0
"5513",21,1993,7.80000019073486,2,1,13022.15917,0,28,11,0,13.02215917,0,1,0
"5514",21,1993,7.80000019073486,0,1,6757.6608997,0,45,7,0,6.7576608997,0,0,0
"5515",21,1993,7.80000019073486,3,1,9937.6712803,888.58131488,38,7,0,9.0490899654,0,1,0
"5516",21,1993,7.80000019073486,2,1,36225.238754,20437.370242,26,9,1,15.787868512,0,1,0
"5517",21,1993,7.80000019073486,1,0,27180.591696,22769.896194,22,0,1,4.4106955017,0,1,0
"5518",21,1993,7.80000019073486,2,1,3498.7889273,666.43598616,40,11,1,2.8323529412,0,1,0
"5519",21,1993,7.80000019073486,0,0,21103.806228,21103.806228,40,3,1,0,0,0,0
"5520",21,1993,7.80000019073486,2,0,0,0,24,7,0,0,0,1,0
"5521",21,1993,7.80000019073486,3,1,3700.9411765,0,28,7,0,3.7009411765,0,1,0
